Rest Area Type	Name	Description	Location	Accessible From	X Coord	Y Coord	Responsible Authority	Facilities
Light Vehicle Rest Area	Beardy Waters Woodlands	"GWYDIR HIGHWAY, GLEN INNES"	152.4km West of Grafton	Eastbound	-29.72621	151.78989	Other	"Toilets, Shelter, Picnic Tables, Litter Bins"
Light Vehicle Rest Area	Beardy Waters East Bound	"GWYDIR HIGHWAY, GLEN INNES"	152.6km West Grafton	Both Directions	-29.7239	151.78799	Roads and Maritime Services	"Shelter, Picnic Tables, Litter Bins"
Heavy and Light Vehicle Rest Area	Centenary Drive North	"PACIFIC HIGHWAY, CLARENZA"	3.8km North of Grafton	Eastbound	-29.68627	152.96879	Roads and Maritime Services	
Heavy and Light Vehicle Rest Area	Heritage Park (Bank of Beardy Ck)	"NEW ENGLAND HIGHWAY, GLEN INNES"	9km North of Glen Innes	Both Directions	-29.66293	151.77645	Council	"Toilets, Shelter, Picnic Tables, Litter Bins"
Load Checking Area	Beardy Water North	"NEW ENGLAND HIGHWAY, YARRAFORD"	10km North of Glen Innes	Both Directions	-29.65896	151.78014	Roads and Maritime Services	"Shelter, Picnic Tables, Litter Bins"
Light Vehicle Rest Area	Ramornie  Orara River - Tindal Bridge	"GWYDIR HIGHWAY, GRAFTON"	15.6km West of Grafton	Both Directions	-29.65215	152.80113	Roads and Maritime Services	"Picnic Tables, Litter Bins"
Heavy and Light Vehicle Rest Area	Meyers Road	"GWYDIR HIGHWAY, GRAFTON"	17.9km West of Grafton	Both Directions	-29.6408	152.783	Roads and Maritime Services	
Light Vehicle Rest Area	Dundee Road	"GWYDIR HIGHWAY, GLEN INNES"	132km West of Grafton	Both Directions	-29.64046	151.95702	Roads and Maritime Services	Litter Bins
Heavy and Light Vehicle Rest Area	Dumboy Creek	"INVERELL STREET, DELUNGRA"	36.1km West of Inverell	Westbound	-29.63978	150.79727	Roads and Maritime Services	"Shelter, Picnic Tables, Litter Bins"
Load Checking Area	Stockpile 113km West of Grafton	"GWYDIR HIGHWAY, GLEN INNES"	113km West of Grafton	Both Directions	-29.62903	152.13876	Roads and Maritime Services	Litter Bins
Light Vehicle Rest Area	Ti Tree Creek Rest Area	"TAMWORTH-YETMAN RD, BINGARA"	30.6km North of Bingara	Westbound	-29.61379	150.5437	Roads and Maritime Services	"Picnic Tables, Litter Bins"
Light Vehicle Rest Area	Tycannah Rest Area N/B	"NEWELL HIGHWAY, GURLEY"	16.5km South of Moree (Heber St)	Both Directions	-29.59984	149.8103	Roads and Maritime Services	"Shelter, Picnic Tables, Litter Bins"
Light Vehicle Rest Area	Tycannah Rest Area  S/B	"NEWELL HIGHWAY, GURLEY"	16.4km South of Moree (Heber ST)	Both Directions	-29.59968	149.81184	Roads and Maritime Services	"Shelter, Picnic Tables, Litter Bins"
Load Checking Area		"WALGETT-COLLARENEBRI RD, COLLARENEBRI"	8.4km West of Collarenebri	Both Directions	-29.59013	148.49289	Roads and Maritime Services	Litter Bins
Heavy and Light Vehicle Rest Area		"MITCHELL HIGHWAY, ENNGONIA"	31.55km South of Enngonia	Both Directions	-29.58574	145.84167	Roads and Maritime Services	"Shelter, Picnic Tables, Litter Bins"
Heavy and Light Vehicle Rest Area	Nancy Coulton Lookout	"GWYDIR HIGHWAY, WARIALDA"	10.1km West of Warialda	Northbound	-29.58259	150.48888	Roads and Maritime Services	"Picnic Tables, Litter Bins"
Light Vehicle Rest Area	Lollback	"GWYDIR HIGHWAY, RAMORNIE"	42.3km West of Grafton	Both Directions	-29.57741	152.5574	Roads and Maritime Services	"Toilets, Shelter, Picnic Tables, Litter Bins,Wheelchair Accessible"
Heavy and Light Vehicle Rest Area	Tigers Gap eastbound	"GWYDIR HIGHWAY, KOLOONA"	55.47km West of Inverell	Westbound	-29.57029	150.62119	Roads and Maritime Services	Litter Bins
Heavy and Light Vehicle Rest Area	Tigers Gap westbound	"GWYDIR HIGHWAY, KOLOONA"	55.6km West of Inverell	Both Directions	-29.56968	150.62	Roads and Maritime Services	"Picnic Tables, Litter Bins"
Light Vehicle Rest Area		"GWYDIR HIGHWAY, BULLARAH"	45.32km West of Moree	Both Directions	-29.56253	149.39549	Roads and Maritime Services	"Toilets, Shelter, Picnic Tables, Litter Bins,Wheelchair Accessible"
Load Checking Area		"MOREE RD, COLLARENEBRI"	0.35km East of Collarenebri	Both Directions	-29.54994	148.58456	Roads and Maritime Services	Litter Bins
Light Vehicle Rest Area	Kooligun Nature Walk	"GWYDIR HIGHWAY, KOLOONA"	59.3km West of Inverell	Eastbound	-29.5498	150.591	Council	"Shelter, Picnic Tables"
Light Vehicle Rest Area	Bingara Road	"MOREE ROAD, WARIALDA"	2.1km West of Warialda	Northbound	-29.5468	150.554	Roads and Maritime Services	Picnic Tables
Light Vehicle Rest Area	Warialda Saleyards	"GWYDIR HIGHWAY, KOLOONA"	60.3km West of Inverell	Both Directions	-29.5457	150.582	Council	"Toilets, Litter Bins"
Heavy and Light Vehicle Rest Area	Warialda Apex Park	"MOREE ROAD, WARIALDA"	0.7km West of Warialda	Both Directions	-29.54299	150.56866	Council	"Toilets, Shelter, Picnic Tables, BBQ Facilities, Playground, Litter Bins"
Light Vehicle Rest Area	Mulligans Bluff	"GWYDIR HIGHWAY, JACKADGERY"	55.9km West of Grafton	Southbound	-29.5344	152.46479	Roads and Maritime Services	
Light Vehicle Rest Area	Dandahra Picnic Area	"GWYDIR HIGHWAY, GLEN INNES"	90.8km West of Grafton	Westbound	-29.5148	152.313	National Parks and Wildlife Service	"Emergency Phone, Toilets, Shelter, Picnic Tables, Wheelchair Accessible"
Load Checking Area		"MITCHELL HIGHWAY, ENNGONIA"	74.9km North of Bourke	Northbound	-29.5026	145.81174	Roads and Maritime Services	Litter Bins
Load Checking Area		"MITCHELL HIGHWAY, ENNGONIA"	74.9km North of Bourke	Southbound	-29.5026	145.81155	Roads and Maritime Services	Litter Bins
Load Checking Area		"MITCHELL HIGHWAY, ENNGONIA"	21.9km South of Enngonia	Both Directions	-29.50249	145.81174	Roads and Maritime Services	Litter Bins
Heavy and Light Vehicle Rest Area	Near Lightening Ridge	"CASTLEREAGH HIGHWAY, LIGHTNING RIDGE"	5km South of Lightning Ridge turnoff	Both Directions	-29.49362	147.97179	Roads and Maritime Services	"Toilets, Shelter, Picnic Tables, Litter Bins"
Load Checking Area	Washpool National Park turnoff	"GWYDIR HIGHWAY, GLEN INNES"	85.9km West of Grafton	Both Directions	-29.48889	152.33075	Roads and Maritime Services	Litter Bins
Load Checking Area	The Summit	"GWYDIR HIGHWAY, GLEN INNES"	85.4km West of Grafton	Both Directions	-29.48649	152.3354	Roads and Maritime Services	Litter Bins
Light Vehicle Rest Area	Ferry Park	"PACIFIC HIGHWAY, TYNDALE"	41.3km North of Grafton	Both Directions	-29.47233	153.20503	Other	"Toilets, Shelter, Picnic Tables, Litter Bins"
Load Checking Area	Railway Overbridge	"NEW ENGLAND HIGHWAY, DUNDEE"	38km North of Glen Innes	Southbound	-29.46653	151.84863	Roads and Maritime Services	Litter Bins
Load Checking Area	38km North of Glen Innes	"NEW ENGLAND HIGHWAY, DUNDEE"	38km North of Glen Innes	Southbound	-29.45993	151.84296	Roads and Maritime Services	Litter Bins
Light Vehicle Rest Area	Webb Oval Park Moree	"BALO ST, MOREE"	North Moree Webb Ave	Both Directions	-29.45717	149.8439	Council	"Shelter, Picnic Tables, Litter Bins"
Light Vehicle Rest Area		"GWYDIR HIGHWAY, BULLARAH"	95km West of Moree	Both Directions	-29.45296	149.00557	Roads and Maritime Services	"Toilets, Shelter, Picnic Tables, Litter Bins,Wheelchair Accessible"
Light Vehicle Rest Area	Hills Lookout	"GWYDIR HIGHWAY, DANDARAH"	74km West of Grafton	Northbound	-29.45049	152.37791	Roads and Maritime Services	Litter Bins
Light Vehicle Rest Area	Heffrons Lookout	"GWYDIR HIGHWAY, GLEN INNES"	79.4km North of Grafton	Both Directions	-29.45025	152.36809	Roads and Maritime Services	"Toilets, Litter Bins"
Heavy and Light Vehicle Rest Area	Farlows Lane North	"PACIFIC HIGHWAY, MACLEAN"	44.6km North of Grafton	Northbound	-29.44817	153.22468	Roads and Maritime Services	
Load Checking Area	Bellbird Camp	"GWYDIR HIGHWAY, DANDARAH"	75.2km West of Grafton	Northbound	-29.44126	152.38157	Roads and Maritime Services	Litter Bins
Load Checking Area	Camurra Truck Inspection Bay S/B	"NEWELL HIGHWAY, MOREE"	7.4km North of Moree	Both Directions	-29.42244	149.89847	Roads and Maritime Services	Litter Bins
Load Checking Area	Camurra Truck Inspection Bay N	"NEWELL HIGHWAY, MOREE"	7.3km North of Moree	Both Directions	-29.42219	149.8983	Roads and Maritime Services	Litter Bins
Heavy and Light Vehicle Rest Area	Boolooroo Rest Area	"NEWELL HIGHWAY, MOREE"	7.9km North of Moree	Both Directions	-29.42011	149.90399	Roads and Maritime Services	"Shelter, Picnic Tables, Litter Bins"
Heavy and Light Vehicle Rest Area	Gwyder River Parking Area	"NEWELL HIGHWAY, MOREE"	9.7km North of Moree	Both Directions	-29.41182	149.91956	Roads and Maritime Services	Litter Bins
Load Checking Area	Little Bolivia Hill southbound	4 Mile creek	54.5km North of Glen Innes	Eastbound	-29.33392	151.89914	Roads and Maritime Services	Litter Bins
Load Checking Area	Little Bolivia Hill northbound	4 Mile creek	54.5km North of Glen Innes	Westbound	-29.33372	151.89893	Roads and Maritime Services	Litter Bins
Heavy and Light Vehicle Rest Area	Mororo Road	"PACIFIC HIGHWAY, MORORO"	58km North of Grafton	Both Directions	-29.32789	153.23359	Roads and Maritime Services	Litter Bins
Load Checking Area	Bolivia Hill	4 Mile creek	56.3km North of Glen Innes	Eastbound	-29.32564	151.91481	Roads and Maritime Services	"Toilets, Litter Bins"
Light Vehicle Rest Area		"MITCHELL HIGHWAY, ENNGONIA"	Enngonia	Both Directions	-29.32082	145.84687	Other	
Light Vehicle Rest Area	Bolivia Hill	4 Mile creek	57.6km North of Glen Innes	Westbound	-29.31796	151.92463	Roads and Maritime Services	Litter Bins
Heavy and Light Vehicle Rest Area	Whiporie	"SUMMERLAND WAY, CASINO"	50.7km North of Grafton	Both Directions	-29.30864	152.99695	Roads and Maritime Services	"Toilets, Litter Bins"
Heavy and Light Vehicle Rest Area	Beekeepers	"PACIFIC HIGHWAY, MORORO"	65.22km North of Grafton	Westbound	-29.28295	153.21517	Roads and Maritime Services	"Toilets, Shelter, Picnic Tables, Litter Bins"
Load Checking Area	Purtles Hill	"NEW ENGLAND HIGHWAY, BOLIVIA"	64.7km North of Glen Innes	Southbound	-29.27448	151.97522	Roads and Maritime Services	Litter Bins
Heavy and Light Vehicle Rest Area	Tabbimoble Northbound	"PACIFIC HIGHWAY, MORORO"	76.7km North of Grafton	Northbound	-29.19405	153.2736	Roads and Maritime Services	"Toilets, Shelter, Picnic Tables, Litter Bins,Wheelchair Accessible"
Heavy and Light Vehicle Rest Area	Gil Gil Creek Rest Area N/B	"NEWELL HIGHWAY, MOREE"	38.4km North of Moree	Both Directions	-29.18251	150.00923	Roads and Maritime Services	"Shelter, Picnic Tables, Litter Bins"
Load Checking Area	Gil Gil Creek Rest Area S/B	"NEWELL HIGHWAY, MOREE"	38.4km North of Moree	Both Directions	-29.18249	150.00993	Roads and Maritime Services	"Shelter, Picnic Tables, Litter Bins"
Load Checking Area	Bluff Rock old alignment	"NEW ENGLAND HIGHWAY, SANDY FLAT"	77.5km North of Glen Innes	Northbound	-29.16994	152.007	Roads and Maritime Services	Litter Bins
Heavy and Light Vehicle Rest Area		"NEWELL HIGHWAY, MOREE"	40.5km North of Moree	Both Directions	-29.16386	150.01324	Roads and Maritime Services	"Shelter, Picnic Tables, Litter Bins"
Load Checking Area	Bluff Creek Road	"NEW ENGLAND HIGHWAY, SANDY FLAT"	78.4km North Glen Innes	Southbound	-29.16256	152.00049	Roads and Maritime Services	Litter Bins
Light Vehicle Rest Area	Bluff Rock Lookout	"NEW ENGLAND HIGHWAY, SANDY FLAT"	79.4km North of Grafton	Both Directions	-29.15465	152.00171	Roads and Maritime Services	"Toilets, Shelter, Picnic Tables, Litter Bins"
Light Vehicle Rest Area	New Italy	"PACIFIC HIGHWAY, MORORO"	82km North of Grafton	Southbound	-29.15377	153.2987	Other	"Shelter, Picnic Tables, Litter Bins"
Light Vehicle Rest Area	New Italy North	"PACIFIC HIGHWAY, TABBIMOBLE"	82km North of Grafton	Southbound	-29.15282	153.29983	Roads and Maritime Services	Litter Bins
Load Checking Area	The Pines	"NEW ENGLAND HIGHWAY, TENTERFIELD"	86.6km North of Glen Innes	Northbound	-29.0913	152.00307	Roads and Maritime Services	Litter Bins
Light Vehicle Rest Area	Braemar Park	"SUMMERLAND WAY, CASINO"	75.8lm North of Grafton	Both Directions	-29.08809	153.00179	Roads and Maritime Services	"Toilets, Shelter, Picnic Tables, Litter Bins"
Heavy and Light Vehicle Rest Area	Coraki-Casino Road Junction	"URALBA STREET, WOODBURN"	92.6km North of Grafton	Northbound	-29.0735	153.33878	Council	"Toilets, Playground, Litter Bins"
Heavy and Light Vehicle Rest Area	Woodburn Riverside Park	"RIVER STREET, WOODBURN"	92.8km North of Grafton	Westbound	-29.07149	153.34308	Council	"Toilets, Shelter, Picnic Tables, Litter Bins,Wheelchair Accessible"
Light Vehicle Rest Area	Tenterfield Creek	"NEW ENGLAND HIGHWAY, TENTERFIELD"	89km North of Glen Innes	Westbound	-29.0689	152.01401	Roads and Maritime Services	"Shelter, Picnic Tables, Litter Bins"
Heavy and Light Vehicle Rest Area	Market Square Park	"CLARENCE STREET, TENTERFIELD"	126.5km West of Casino	Both Directions	-29.0539	152.024	Other	"Toilets, Shelter, Picnic Tables, Litter Bins"
Light Vehicle Rest Area	Rotary Park - Tenterfield	"ROUSE ST, TENTERFIELD"	1.0km North of Tenterfield	Both Directions	-29.04633	152.02049	Council	"Toilets, Shelter, Picnic Tables, BBQ Facilities, Playground, Litter Bins"
Heavy and Light Vehicle Rest Area	Kiga Bore Rest Area N/B	"NEWELL HIGHWAY, MOREE"	55.1km North of Moree	Both Directions	-29.03819	150.05347	Roads and Maritime Services	"Shelter, Picnic Tables, Litter Bins"
Load Checking Area		"CARNARVON HIGHWAY, WEEMELAH"	88km North of Moree	Both Directions	-29.03709	149.26132	Roads and Maritime Services	Litter Bins
Load Checking Area	Timburra Road	"BRUXNER HIGHWAY, BLACK SWAMP"	10.5km East of Tenterfield	Westbound	-29.03603	152.11539	Roads and Maritime Services	Litter Bins
Heavy and Light Vehicle Rest Area	Kiga Bore Rest Area S/B	"NEWELL HIGHWAY, MOREE"	55.5km North of Moree	Both Directions	-29.03578	150.05719	Roads and Maritime Services	"Shelter, Picnic Tables, Litter Bins"
Load Checking Area		"MITCHELL HIGHWAY, ENNGONIA"	Barringun	Northbound	-29.01219	145.71338	Roads and Maritime Services	Litter Bins
Light Vehicle Rest Area	Dingo Hill	"BRUXNER HIGHWAY, SANDY HILL"	107km West of Casino	Both Directions	-28.97914	152.17072	Roads and Maritime Services	Litter Bins
Light Vehicle Rest Area	Springs Airfield	"BRUXNER HIGHWAY, SANDY HILL"	103km West of CasinoNo name	Southbound	-28.9597	152.2005	Roads and Maritime Services	Litter Bins
Load Checking Area	Tarban Creek	"NEW ENGLAND HIGHWAY, TENTERFIELD"	16.2km North of Tenterfield	Both Directions	-28.95466	151.9317	Roads and Maritime Services	Litter Bins
Light Vehicle Rest Area	Black Pinch	"BRUXNER HIGHWAY, SANDY HILL"	100km West of Casino	Northbound	-28.94283	152.22024	Roads and Maritime Services	Litter Bins
Heavy and Light Vehicle Rest Area	Wardell Southbound	"PACIFIC HIGHWAY, WARDELL"	115.1km North of Grafton	Both Directions	-28.93565	153.47184	Roads and Maritime Services	"Toilets, Shelter, Picnic Tables, Litter Bins,Wheelchair Accessible"
Load Checking Area	Clear Creek	"BRUXNER HIGHWAY, SANDY HILL"	98km West of Casino	Both Directions	-28.93482	152.21989	Roads and Maritime Services	Litter Bins
Heavy and Light Vehicle Rest Area	Wardell Northbound	"PACIFIC HIGHWAY, WARDELL"	115.3km North of Grafton	Both Directions	-28.93424	153.47228	Roads and Maritime Services	"Toilets, Shelter, Picnic Tables, Litter Bins,Wheelchair Accessible"
Load Checking Area	Croppa Creek Parking Area	"NEWELL HIGHWAY, MOREE"	68.3km North of Moree	Both Directions	-28.93381	150.10974	Roads and Maritime Services	Litter Bins
Load Checking Area	Service station - Jennings	"NEW ENGLAND HIGHWAY, JENNINGS"	18.8km North of Tenterfield	Both Directions	-28.93179	151.92599	Roads and Maritime Services	Litter Bins
Light Vehicle Rest Area	Drake - Underwood Park	"FAIRFIELD STREET, DRAKE"	77km West of Casino	Both Directions	-28.92741	152.37548	Council	"Toilets, Shelter, Picnic Tables, Playground, Litter Bins"
Light Vehicle Rest Area	Crooked Creek	"BRUXNER HIGHWAY, DRAKE"	85km West of Casino	Westbound	-28.92718	152.31254	State Forests	"Toilets, Shelter, Picnic Tables, "
Load Checking Area	Jennings	"NEW ENGLAND HIGHWAY, JENNINGS"	19.2km North of Tenterfield	Northbound	-28.92708	151.92789	Roads and Maritime Services	Litter Bins
Load Checking Area	Bin at 82km West of Casino	"BRUXNER HIGHWAY, DRAKE"	82km West of Casino	Westbound	-28.92609	152.3283	Council	Litter Bins
Load Checking Area	Girards Forest Westbound	"BRUXNER HIGHWAY, DRAKE"	85km West of Casino	Westbound	-28.92419	152.31462	Roads and Maritime Services	Litter Bins
Light Vehicle Rest Area	Girards Forest Eastbound	"BRUXNER HIGHWAY, DRAKE"	85.3km West of Casino	Both Directions	-28.92419	152.31472	Roads and Maritime Services	Litter Bins
Load Checking Area	Leslie Creek Road Intersection	"BRUXNER HIGHWAY, TABULAM"	67km West of Casino	Both Directions	-28.90352	152.4496	Roads and Maritime Services	Litter Bins
Load Checking Area	Bonalbo Road Westbound	"BRUXNER HIGHWAY, MUMMULGUM"	45km West of Casino	Southbound	-28.90098	152.65361	Roads and Maritime Services	
Light Vehicle Rest Area	Sandilands	"BRUXNER HIGHWAY, MUMMULGUM"	45.9km North of Casino	Both Directions	-28.90087	152.65415	Roads and Maritime Services	"Toilets, Picnic Tables, Litter Bins,Wheelchair Accessible"
Load Checking Area	Bonalbo Road Eastbound	"BRUXNER HIGHWAY, MALLANGANEE"	45km West of Casino	Eastbound	-28.90078	152.65355	Roads and Maritime Services	
Light Vehicle Rest Area	Lions Coronation Park - Casino	"CENTRE STREET, CASINO"	1km South Casino	Both Directions	-28.8691	153.04401	Council	"Toilets, Shelter, Picnic Tables, Playground, Litter Bins"
Heavy and Light Vehicle Rest Area		"NEWELL HIGHWAY, MOREE"		Both Directions	-28.85202	150.21904	Roads and Maritime Services	"Toilets, Litter Bins"
Heavy and Light Vehicle Rest Area	North Star Rd Rest Area	"NEWELL HIGHWAY, MOREE"	84.3km North of Moree	Both Directions	-28.84042	150.22609	Roads and Maritime Services	"Toilets, Shelter, Picnic Tables, Litter Bins,Wheelchair Accessible"
Heavy and Light Vehicle Rest Area	Caniaba Road Stockpile	"BRUXNER HIGHWAY, LISMORE"	4.1km West of Lismore	Both Directions	-28.83937	153.26334	Council	
Heavy and Light Vehicle Rest Area	Lions Park	"Lismore-Bangalow Road, LISMORE"	4.2km North of Lismore	Eastbound	-28.78882	153.30598	Roads and Maritime Services	Picnic Tables
Heavy and Light Vehicle Rest Area	Battle Hill Truck Park - N/B	"NEWELL HIGHWAY, BOGGABILLA"	94.2km North of Moree	Both Directions	-28.75971	150.26666	Roads and Maritime Services	Litter Bins
Heavy and Light Vehicle Rest Area	Battle Hill Truck Park S/B	"NEWELL HIGHWAY, BOGGABILLA"	94.2km North of Moree	Both Directions	-28.75953	150.26669	Roads and Maritime Services	Litter Bins
Load Checking Area	Whalan Creek Parking Area	"NEWELL HIGHWAY, BOGGABILLA"	96.9km North of Moree	Both Directions	-28.73544	150.26825	Roads and Maritime Services	Litter Bins
Heavy and Light Vehicle Rest Area	Sunnycrest Lane	"PACIFIC HIGHWAY, BANGALOW"	27.1km North of Ballina	Southbound	-28.66639	153.52639	Roads and Maritime Services	"Toilets, Shelter, Picnic Tables, Litter Bins,Wheelchair Accessible"
Light Vehicle Rest Area	Kyogle Apex Park	"SUMMERLAND WAY, KYOGLE"	0.2km North of Kyogle	Both Directions	-28.6166	153.002	Council	"Shelter, Picnic Tables, BBQ Facilities, Playground, Litter Bins"
Heavy and Light Vehicle Rest Area	Tyagarah	"PACIFIC HIGHWAY, EWINGSDALE"	36.2km North of Ballina	Both Directions	-28.59784	153.54471	Roads and Maritime Services	"Toilets, Picnic Tables, Playground, Litter Bins"
Light Vehicle Rest Area	Wiangaree Pond	"SUMMERLAND WAY, WIANGAREE"	13.2km North of Kyogle	Both Directions	-28.5132	152.96201	Council	"Toilets, Shelter, Picnic Tables, Litter Bins"
Heavy and Light Vehicle Rest Area	Wiangaree Town Rest Area	"SUMMERLAND WAY, WIANGAREE"	14.1km North of Kyogle	Both Directions	-28.5063	152.967	Council	"Shelter, Picnic Tables, Litter Bins"
Heavy and Light Vehicle Rest Area	Yelgun	"PACIFIC HIGHWAY, BRUNSWICK"	49km North of Ballina	Westbound	-28.49192	153.52283	Roads and Maritime Services	"Toilets, Shelter, Picnic Tables, Playground, Litter Bins,Wheelchair Accessible"
